The coast?	Audrey's been telling me about it from her magazines - haven't you, Audrey?	5
You're a secret woodworker?	What I hate is that barely a week after you've wrecked my life, you've already moved on to the legal...and to lawyers and... and stopping credit cards...	5
Coyote's out of rehab?	You didn't know?	1
- He's... he's living there?	- Yeah.	1
Seriously? You're really gonna do this right now? You're really gonna make this about you when this is the first time that the four of them have been together since... you know...	Gay-maggedon?	5
Gay-maggedon?	- Arma-gayden? Is that better?	1
- Arma-gayden? Is that better?	- That is better.	1
Was that not implied when I told you I wanted you to pick up the kids?	You said you were going to Frankie's and that I should...Right. Right, that was implied.	5
Okay, anybody up for a drink? Other than the alcoholic?	I am. 	1
Was any of it real?	You're going to make new memories, Frankie.	1
Are these from my baptism?	And mine, too.	1
And did you talk to Rafael?	Lina confirmed, did you get that, Abuela?	1
Lina confirmed, did you get that, Abuela?	- Mm-hmm.	1
- Jane, did you talk to him?	Why? He's the one that asked Michael.	5
- Is this a bad time?	- Shush me, - you dragged me here.	5
This is awkward, okay?	I was playing you.	5
Are any babies blinking back?	Tanner is. 	1
We are on it, right?	♪ Good-bye, Tanner ♪ ♪ Good-bye, Lily ♪ ♪ Good-bye, Mateo... ♪	1
Wait, are you here to see me or Jane?	- Uh, both.	1
Have you even considered a spray tan?	And now we're walking to the front door. And we're seeing...Michael?	5
I'll see you at the baptism rehearsal later?	- Yeah.	1
Hey, are you okay?	How do you find the words to say that your psychotic ex-wife inseminated herself with your stolen sperm?	5
Hey, so is your sister coming to the baptism or... ? She didn't RSVP.	Uh, nope, I have not heard from her.	1
Any of this ring a bell?	I'm sorry, to be honest, I wasn't listening to that call.	5
Remember how we set her up to maker her think I still had feelings for her?	And I think that she'd do anything, even turn in her own mother, if she thought she had a chance with you.	5
You okay?	Yeah. 	1
- Hon, do you remember what you said when you were pregnant?	We need some kind of signal. A way for you to let me know that I'm about to let motherhood hijack my goals.	5
Do you think it's the right move for the show? You know, as an E.P.?	Well, obviously, the fans and the press will go nuts.	1
Is that a figure of speech?	Knock, knock.	1
What's that? Your diary?	It's not a diary. 	1
Really?	I promise.	1
Because you don't want to be with me?	I didn't say that.	5
What's the alternative? We welcome her to the family? Have her over for Thanksgiving?	Used my own turkey baster. Enjoy!	5
And then what, she doesn't tell Mateo he has a sibling until one day he finds out?	Who can I make this out to?	5
You know what? I have enough to worry about with this whole school decision.	- Come on, you're going back.	5
Mm-hmm, and as for matching the handwriting to a name in the visitor log?	Well, it's difficult, due to the ink degradation and wine stains.	5
So, mommies, as we wrap up, is there anything you'd like to share? Where you're at, Where baby's at?	I do, actually, have something to share.	5
I want to work. Does that make me terrible?	Mommies, stop. There's no right choice, because we're all different. The only thing that's important is that you honor whatever choice is right for you.	5
I assume you've read the lines? This is when Blanca reunites with Santos after an agonizing separation.	Let's roll!	5
Are we ready?	- One more thing, Janie.	1
Michael and Lina, as godparents, do you promise to support these parents in raising this child, showering him with wisdom and affection?	- We do.	5
He did?	I didn't tell you, because, well, it seemed so important for you to see it first.	1
Do you think either of us is any less of a mother?	I know, but it's not just that.	5
Do you remember how excited you were when you told us?	We got into grad school!	5
Xiomara, can we talk about what happened, please?	What do you mean?	1
He looks good, doesn't he? He's got, like, a certain glow.	I don't know, he's been so distant lately.	5
Did you really think I would respond to that kind of thing?	- Jane, so listen...	1
- And being distant, and kind of a jerk on purpose?	Jane, I-I'm trying to tell you.	5
Are you okay?	Yeah, I'm fine.	1
But is that what you want?	I don't want any of this.	1
I'm guessing from that reaction, that's what you want?	Thank you.	1
But you want to have this baby?	Well, I don't want you to have an abortion. Or move to Russia.	1
She wants a picture of me? She's outrageous. Do you have any lip gloss?	Wait a minute, if they're trying to get Rose to notice Luisa's missing, then Rose isn't the one who had her kidnapped.	5
Is it true I didn't get the part?	This is not a good time. We are about to shoot a death-defying scene.	5
You think that's more exciting than summer?	Oh, am I stealing your rays, dude?	5
You get that, right?	The current trend in branding is unique, simplistic, phonetically memorable gibberish.	1
How about nipple dippers?	I like nipple dippers.	1
Are you guys going out to celebrate or something? Maybe I'll tag along, it's been a tough year, I could use a drink.	We were gonna to Britta's bar whenever - Oh. Mother time is willing to call it a year.	5
Are you coming back Elroy?	I think so.	1
Are you coming back?	Yeah.	1
She said she had an interview?	Six years. Six seasons, right Abed?	1
Six seasons, right Abed?	Don't put a nickel in him.	5
What if Shirley came back, would that change your disposition?	Shirley could get us back on formula, but I don't see it turning us around.	5
You guys, can we put a pin in the B story and focus on the A story?	I don't trust A stories.	5
Is this combination gonna work?	Not my place to say.	5
Yeah see, Shirley, no Shirley, what does it matter, right?	Abed, we're not formulas, and if I had no self-awareness, I think I'd know.	1
Things have a certain structure to them, you know? If we stray from it, we're weird, if we stick to it, we're boring.	Yeah, but isn't that more about the shape of your brain, Abed? I mean, no offense or anything. But isn't the shape of your brain kinda fucked up?	5
Yeah, but isn't that more about the shape of your brain, Abed? I mean, no offense or anything. But isn't the shape of your brain kinda fucked up?	Hm. 	1
Can I have your bedroom? If you don't come back, if you don't come back.	Well, I'm definitely coming back, probably.	5
Jeff, you okay?	Huh? Oh, I, I was taken aback.	5
Has anyone seen my e-cigarette?	There should be a charity for people like you.	5
Are those last few criminology credits you need hard to get at Greendale?	Please. The only credit that it's hard to get at Greendale is from a bank.	5
You remember the ass crack bandit?	Do I remember? I mean. Doesn't everybody.	1
What is with this diaper thing? Is it about shaming me?	Do you really want a bunch of people dressing you?	5
Do you really want a bunch of people dressing you?	It would be polite to try.	5
You wanna know a perfect season seven?	I can't count the reasons I should stay. One by one, they all just fade away.	5
In this version, will you tell me what to do a lot?	Am I on meds in it? I'm mellow and relatable. I like it.	5
But you're coming back right?	Maybe.	1
Did anything funny happen?	Who cares.	1
Are you okay? 	Is this really what you want?	1
Is this really what you want?	Of course.	1
Are we interrupting?	Stop being gross!	1
Are you guys doing an unauthorized finale in here? Not cool.	Abed, I know it gives you comfort to see everything through that metal lens, but we were just saying goodbye to the room.	5
We can cut to them at home though, right? I mean by ourselves?	Sure.	1
Miss? I have to apologize.	Well, not to me, but I'm sure the Amish are pissed that you're gaying up their look.	5
See the guy in the booth over there? Jared "Leto Himself Go"? He just offered to read my future as my tip!	Ha! You don't have one.	1
I see two Ms?	You bitch! Have you been holding out on MM's?	5
Max, can I have just a wee bite? A crumble of the crumble? Caroline won't let me eat anything because of my big photo shoot.	Hurry! No chewing, no enjoying. Just swallow.	5
He's not eating, is he? I don't want the Stay Puft Marshmallow man showing up at my girlfriend's photo shoot.	I haven't eaten anything since Tuesday!	5
Will I be able to make Max head pastry chef? And where is this new location?	Well, right now, everything's under wraps the way my face was six months ago. But as manager, you can hire your own staff, and I'll even let you poach Max.	5
Max, did you hear that? Major flagship!	Uh, did someone just call me a major flag? I think you did, and if I don't get to go to the new place with you two, I'm telling HR. That's Hector Rodriguez, my therapist.	5
Uh, did someone just call me a major flag? I think you did, and if I don't get to go to the new place with you two, I'm telling HR. That's Hector Rodriguez, my therapist.	Would you be interested in coming to the new High as part of our team?	5
Would you be interested in coming to the new High as part of our team?	If you say "part of our team" again, I'll rethink the whole thing.	5
Can we hurry this along? My cousin is on Maury Povich today, and I wanna find out if he's the father. 'Cause then I can stop paying child support.	Sorry. She's a little amped.	5
Have you seen the Knicks lately? He can only help.	Well, according to my time card, I've been here for six hours already, so I'm gonna head back and catch some Zs.	5
What is this, the Bunny Ranch?	Baby, I think these are yours.	1
Can we just make it a general rule that there's no fornication in the diner?	Or in Han's apartment, ever.	1
How 'bout back to work?	Max and I...	1
Where are you running off to so fast? Is someone having a sale on smaller heads?	I'm too small, I'm too big... pick one!	5
Did Joe tell you about my big new job promotion?	Of course she did. 	1
Aw, no, you saw me in the Today Show window, didn't ya?	You checked into "America" on Facebook, you bleedin' idiot.	5
Who am I, Woody Allen? Roman Polanski? Pretty much any of your big-time '70s movie directors?	You had sex with me innocent child?	5
You had sex with me innocent child?	Uh, not so innocent.	1
Professional? Yesterday, she slapped a woman in here for wearing cheap heels.	I know. My face is still red.	5
Can I keep the hat? You are not gonna want this back. My head sweats like a watermelon at a picnic.	Please don't fire us over the Nash situation. It was out of our hands.	5
Do you really need to expose 60% of your boobs?	It's not up to me. These girls have a life of their own. The right one just started a Fleetwood Mac cover band.	5
He's here? I'll go get him a kid's menu.	They're not coming. His mom found the racy pictures I sent him.	5
"Flying out of JFK tomorrow. Taking the morning Aer Lingus"?	A little morning "Aer Lingus"? Isn't that what got Max in trouble in the first place?	1
A little morning "Aer Lingus"? Isn't that what got Max in trouble in the first place?	Okay, well, we just have to go to the airport and stop them. I'll buy us plane tickets and then return them, like I do with shoes or Tom Cruise does with wives.	5
Miss, will you step over here, please?	Oh, I was kidding. I don't have a bomb. But I have been known to... be DA bomb.	5
May I see your tickets?	 Nice day. I like your hair.	1
You traveling to Paris. First-class. In those jeans?	You got first-class tickets to Paris? Are you insane?	5
You got first-class tickets to Paris? Are you insane?	My fingers did it. It was rich girl cellular memory.	5
Is it too late for me to say I don't know her?	Ma'am, are you carrying any explosives?	5
Ma'am, are you carrying any explosives?	I had leftover Chipotle for breakfast. Does that count?	5
I had leftover Chipotle for breakfast. Does that count?	It does to whoever's sitting next to you.	5
You know what won't be on the plane? Us! We're not going! Have you been smoking the half joint I have hidden in my bra?	You have a joint?	5
You have a joint? Bank account? Ha! You went through security with pot?	I went through third grade with pot.	5
You are just loose as a goose, aren't ya?	Again... when you're right, you're right.	1
Would passenger Maeve O'Brien please report to the gate desk?	Oh, Nash, maybe they're bumping us up from the last coach row to the second to the last coach row!	5
You bribed an airline employee with a joint? Pain? Oh, you really gotta stretch out for that. Max, this is kidnapping.	Oh, he's not that young.	5
What? Here? We're working here? I've got to find out who I brutally murdered in a previous life and make it up to him or her.	This sucks!	5
I'm doing great. Did that sound convincing? 'Cause I've been practicing it in the bathroom mirror for an hour every morning.	I know, I've got to stop sitting on the toilet while you do that.	5
Hello, what are you two talking about? Deciding which tables to ignore?	We're talking about Sophie's taste.	5
Does anyone have a knife?	Max, why do you have a switchblade to work in a dessert bar?	5
Sophie, was your grandma the Crypt Keeper?	What's going on out here?	5
Just mildly? I mean, now I'm getting mad.	Sorry. Wedding drama.	1
So you weren't always into women?	Of course I was. Except those three years in Scientology.	1
Ladies, look around, we'll be back... in about a month. Tahiti anyone? I'm just Crazy Carl. The ladies love it.	Bridesmaid's dresses should be called what they are. Really expensive donations to Goodwill.	5
Max, did you hear me?	My life is over.	1
Max, did you hear that? Someone has worst taste than Sophie. Now we just have to hang back here and let them get to those dresses first. Yay! My life is good again.	Max, Caroline, up here.	5
What was that, like, a second?	I saved you a space upfront.	5
So you're telling me, Versace got murdered, but no one's taken out whoever made these?	I know. I feel like Tweety Bird is gonna sue us for copyright infringement.	5
There's more? 	Oh, if anyone finds a Xanax, it's mine.	1
Sophie, are you sure you don't care?	Oh, yeah. Sure.	1
Listen, crying in a women's dressing room? 	Whoever it is, girl, big butts are in.	5
Are you okay?	It's not me, but I'm okay.	1
She does? Well, then she should say so. Now.	Well, Sophie, I think you have your own unique style.	1
You stuffed Han in the microwave and you're ready to hit power?	Come on. We've tried. You know he doesn't fit. The one thing he's too big for.	5
Wait, it's the Warsaw Times? All this time, I've been thinking it was The New York Times.	New York Times? This is much more exclusive.	1
What was that, like a second?	Yup. You just went from the best of times to The Warsaw Times.	1
Caroline, are we still on for Two Boots pizza tonight? I'm closing the diner early in honor of your birthday, and just not because the city has demanded to look into the black mold situation.	Absolutely, Han.	5
Oh, really? I thought a girl's best friend was someone just a little fatter than her.	It was my grandma's from Russia.	5
Is Sophie expecting it?	Of course. She doesn't like surprises since her family barn was torched by a mentally unstable farmhand.	5
A condom full of hamburger meat?	Oh, my God. Is that a Lamborghini? Wait. Is that my Lamborghini?	1
Oh, my God. Is that a Lamborghini? Wait. Is that my Lamborghini?	Yeah, it's a Lamborghini Aventador Roadster.	1
Can't we have anything?	That's a $450,000 sports car.	1
I always liked you more than Max. You know that, right, girl?	Really? 'Cause yesterday, I heard you yell to Max, "Is Caroline turning 47 or 48? 'Cause she acts like she's 65."	5
They bought you a boy? You were rich.	Oh, boy, the car's right here, and you can't even use it. That's like me having you two for waitresses.	5
Caroline, can I ask you a favor?	You're not using the car to propose to Sophie.	5
But we can still drive it, right? I mean, I've been on that cream for like a month.	Max, what is the ninth rule of the Lamborghini Club?	5
Max, you did it again. You roofied me, didn't you?	Of course I did.	1
Have you got a pen and paper?	You knew I didn't want to do this.	5
You took a $450,000 car, a car we're not even supposed to be touching, on a joyride to the Hamptons?	You wanted to be here.	5
You drove over the dunes and onto the beach?	Not intentionally.	1
Did it get any scratches? Max, get out of the car, and help me look for scratches.	You said you were more fun in the Hamptons.	5
What is "Uh-oh"? Are we stuck in the sand?	You have correctly identified the meaning of "Uh-oh."	1
You know what you are? You are reckless.	You know, all this time, I thought you were a ride-or-die kind of bitch.	5
Are you Googling "Ride-or-die kind of bitch"?	I would be, but I only have two bars.	1
You're hoarding nickels, and I'm walking out of the 99 Cent Store empty-handed? Now I'm mad.	Get ready.	5
What'd you do? Fart us out of the ditch?	Seriously, Caroline, step on it.	5
Should we Thelma and Louise it?	You mean drive over a cliff?	5
Did you girls get the car back in time this morning?	Yep, just in time, thanks to Caroline.	1
You didn't get a ticket? Yesterday, I got arrested for just walking into Whole Foods.	I can't believe I still have sand in my hair.	5
He's proposing at the diner? What's he gonna do? Put an onion ring on it?	I love that. You know, I was planning on saying no and making you beg for a few hours, but...	5
Hello, I'm Murray. Did you order curry in a hurry?	I don't know. Is it paid for?	5
I don't know. Is it paid for?	Yeah.	1
Any samosas in there? 	You want some naan? 'Cause whoever ordered it ain't gettin' naan.	5
Did you guys see Murray with our curry in a hurry?	Nope, sorry.	5
Sophie's phone has a fertility app? My phone's so old it can't get pregnant.	Tells us when she's most fertile. Actually, a little cartoon monkey tells us.	5
What's his name? Overly curious George?	Oleg, it's time. 	1
You mind if I use your stomach as a tray so I can eat while we do it?	Do I ever mind?	5
Do I ever mind?	I have to block out so much now just to get through the day.	5
Okay, Max, this time can you do the blow-it-up hand thing with him? I've tried it, but I'm just not good at hand stuff. Ask anyone at Yale PREP.	Just give it a shot! You also thought you couldn't eat food that's been stepped on.	5
Is there a class I can take?	I'll go get the last of the rent money.	5
So, what kind of name is "Mookie"? Is it short for something? Long for something? Max, hurry up, girl.	Okay, you should have $800 and here's the last of it.	5
You've been overcharging me rent?	It's not like that.	1
And is Max Black even your real name?	It's a real name.	1
Can you just let this go? So I took a little off the top. Everybody takes a little off the top. Look what God did to Han.	Don't drag me into the middle of Pretty Little Liars.	5
Why? So we can be eye level?	Good put-down, Caroline.	1
See, Han? Teamwork.	All right, listen to our latest Yelp reviews.	1
So no one cares that Max has been stealing $25 a month from me?	That's correct.	5
Did you overcharge him too?	You'll all find out where we are soon enough.	5
Oh no, this isn't one of those escape rooms where they lock you in a room and you have to work as a team to get out?	Welcome to the Escape Room, where we lock you in a room, and you have to work as a team to get out.	5
What? Us beating the crap out of you?	Together, of course.	1
Now let me get this straight. Y'all are volunteering to be locked up in a tiny room? See now, that's some white people stuff right there.	It's a fun way for us all to learn how to work together to solve a problem.	5
Do I have to escape from this too? I mean, is this part of the game?	Is this a bad time to tell you your horse masterminded the whole thing?	5
Is this a bad time to tell you your horse masterminded the whole thing?	Before we start, I need to collect your phones so you can't Google answers.	5
This is a work team-building thing and you're not part of the team. Right, Han?	- She can stay.	5
Is this our version of make-up sex?	I can't see a thing!	5
I used to think that. You know where that got me? Pennsylvania, with no car.	Schwarzenegger's is big, Fox's is small.	5
Oh, come on, are you still on the money? Oh, my God, my sister lost both her thumbs in a combine accident and she didn't talk about it this much.	Ah, here's $25. Let's call it hush money, so hush.	5
The fat twins? 'Cause that made no sense and they look like they get stoned a lot.	Okay, Oleg, drop your pants.	5
Can we have a little more class and wait till we get in the cab?	What? We're gonna do it on top of teacups. That's pretty classy.	5
You know what? Spray some of that stuff in my eyes.	Max, look.	1
Are you okay?	Yeah, I think. 	1
I jumped into a floor hole for feelings?	Well, my feelings are really hurt, Max. It's been four years.	5
Can we please turn the lights back off?	Oh, God, help me!	1
- Guess what I did today?	- Hmm?	1
- Did you do your vows?	- Aw, jeez.	1
- A greeting from Hallmark?	- Not listening anymore!	1
You just... let him go to bed?	Well, he was in such a good mood, and he'd never seen Home Alone.	1
- Ooh, is this a party?	- Yeah. You want a muffin?	1
- Guy, can we talk about something?	Hell, yeah.	1
Has anybody ever told you you're a wonderful man?	I think you're telling me that now, right?	5
I think you're telling me that now, right?	Well, you are.	5
Oh, Frankie, Battleship rematch later, huh?	Yeah, um, yeah.	1
Should... Should I come and help you? I know you've been dreading this. Oh, I'll bring my label maker.	Oh, I already have your label maker, and I thought I would dread this, but you know, my boundary work with Sol has been so productive and I'm ready for closure.	5
- You happy, Dad?	- Happy's generous.	1
Is that what happened to my grandmother's little Dutch boy? Hello, Hans.	Oh, yeah. I broke that one.	1
- Right?	Oh, my God.	1
Do you think I should leave them some sage so they can get rid of our juju?	- It's all good.	5
Don't stop, okay?	Aww.	1
Just before you leave, how about we light the Shabbos candle one last time?	- Yeah, yeah.	1
Any good?	It's good, mm-hmm. - It's...	1
It's like a joke, I mean, we're lawyers?	I'm confused. Did you want him to sign this?	5
I'm confused. Did you want him to sign this?	Oh, come on, it's not that bad.	5
You mean here... where you cite precedent?	Mm-hmm.	1
Are you suing him for his love?	I told you it wasn't ready. 	5
- I wrote this?	- You did. Either that, or I'm in love with Sol.	1
Do you understand how this is gonna set her back? Oh, you are such a sh...Such a...	Schmuck? Is that the word you're looking for?	5
- You know where she is?	- Well, I have a feeling.	1
- Are you going to tell Robert?	- Are you?	1
- Are you?	- He'll never forgive me.	5
Your husband tells you he's in love with another man, and you think there's still hope?	I didn't say it made sense.	5
It really hurts, doesn't it?	So much. 	1
- It's surprising, isn't it?	- It was.	1
You're just gonna leave this?	It's not the first house I've walked away from today!	5
That's great. Can I call you back?	What do you mean, "that's great"?	5
I will crush dinner with your mom, okay? And there's someone here.	Oh... oh, yeah, sorry.	5
- Prep?	- You have a lot to learn in a very short time.	1
Really? - Not even a little courtesy laugh on that one, huh?	- Mm.	1
Try to get some sleep, huh? Once you get your paycheck, we'll buy the plane tickets, start over...	Okay.	5
And so, I will leave you with these last words. "Parting is such sweet sorrow that I shall say good night till it be morrow." from Romeo and Juliet? The play we just saw?	Oh. 	5
They did?	Are you crying, Ms. Villanueva?	1
Can I talk to you in private for a moment?	Yeah, sure. 	1
- Jane?	- Hm?	1
But don't you want to be a writer?	Yeah, I-I just never thought about telenovelas.	5
Any ideas, Jane? Because there are no bad ideas here.	What if he makes himself a mask out of, like, mud and twigs?	5
What if he makes himself a mask out of, like, mud and twigs?	Except for yours, Ricky.	5
I don't know if this is what you were looking for, but maybe Santos could be dressed as a beggar?	Huh! 	5
Because it would be unexpected, see? No one would expect him to demean himself like that.	Hmm. Not bad.	5
You seriously expect me to remember your mom's birth sign?	If it was in the e-mail, I'm gonna need you to remember it.	5
You still love her, don't you?	We belong together.	1
Okay, so this guy, Ivan, he's been blackmailing you?	Exactly.	1
Tulips?	Yeah.	1
Uh, do you want to... do you want to sit?	Yeah, sure. 	1
You're not being fair, okay? People change.	Not fundamentally.	1
Did you tell the writers to act like they liked my idea?	Uh... are you enjoying your new job?	1
Uh... are you enjoying your new job?	Rogelio, did you?	1
- So, theses are the plans?	- Yeah.	1
Is that your work?	Yeah.	1
Oh, you're a writer, too? 	An actor.	1
Right, so I thought maybe we could order pizza?	Great.	1
Do you remember when we first met, Xiomara?	Yeah. 	1
Did my mom ever apologize to you, by the way?	Kind of.	1
Can you say that again for my mom?	Look, I'm gonna go.	1
Just text me when you get home, okay?	Okay.	1
Can I help you?	Yeah, I, uh, I know you were hired to do the bathroom work at the Marbella.	1
Are you with that other guy?	Wha... ?	1
That's the baby kicking? I feel it.	Wait, uh, where, where?	1
Can't you just say you don't know?	But I do know.	1
And I don't expect you to stick around, okay? Because this is my thing.	Of course I'll stick around.	1
Any idea, like, you know, on a rough timeframe?	I'll keep you posted.	1
Tulips?	Milos used to send me them before he'd come home from a trip.	5
Is everything okay?	It's Michael.	1
You're okay? The baby's okay?	Yeah. 	1
Michael, you're not waiting for me, are you? For us?	Of course I am.	1
Do you need something?	I wanted to just tell you I really enjoyed your scene.	5
Wow, really?	But Rogelio said it wasn't very good.	1
Teaching is...Well, someone has to do it, right?	I'm not quitting.	1
Did everything go okay?	Yeah.	1
Ready?	Lista.	1
Do I get to come in and make, like, a grand entrance And play cutesy games or whatever?	I don't do games.	5
You read reviews?	I read multiple reviews.	1
Really?	What's wrong with this one?	1
Sorry. Can you repeat the question?	 I'm gonna need to talk to your sister, too.	5
Right?	Like when teresa mendoza turns into This huge drug queen and she ends up killing teo...	5
And you think I would?	Example "a," you have a temper.	1
So...You're leaving for mexico?	I don't know.	1
Gabriel, can you tell me exactly what he said?	Great, as long as he got the money, I want out of this whole mess.	1
So you think he knows where his father is?	Just let me know if anything changes.	5
Jane. This isn't about rafael or you or me, okay? It's about this.	Ugh.	1
No one knows you're here, okay? Get some rest.	Okay, that absolutely did not mean he was hiding emilio.	5
But there's no harm in knocking, right?	Did you forget something?	5
Did you forget something? Jane.	Michael, hi.	1
Is this about his father, about the case? Jane. Roman zazo's murderer is on the loose.	But I just saw him.	5
Aaron?	Yeah.	1
Luisa?	Hey, You.	1
Luisa?	What?	1
Sin rostro, Like, that crazy big drug-dealer person?	Yeah, except she got out of drugs And now runs a plastic surgery ring That apparently changes criminals' faces.	5
Sin rostro, like, killed people, right?	Only those who really deserved it.	1
That's your favorite song? Really? Bon jovi?	Mm-hmm.	1
Luisa? Are you okay?	Hmm, not great.	1
You know that feeling when you've been up all night Waiting to find out if your boyfriend's father Was dug out of a reflecting pool?	Sure you don't want to eat anything?	5
Can I buy you a drink?	34 days sober.	5
Can we skip ahead?	I thought I'd never see her again.	1
You're dating my father?	Please lower your voice.	1
One last time, you know? Just...Get it out of my system.	Yeah, I get it.	1
Can I get a glass of water, please? Is that allowed?	Again, you're not under arrest. You can have anything you want.	5
So if you can bring My black dress in the morning?	Sure, no problem.	1
And I-I'm just worried That he's not gonna trust me enough To open up, you know?	For some of us, it's hard, Talking about feelings and stuff.	5
And you once said that you wanted to run away with me. Do you still?	You okay?	5
You okay?	Yeah.	1
You okay?	Yeah, I just...I can't believe he's gone.	1
Would it have made a difference if she said something else?	Perhaps.	1
Dad?	Right.	1
Really?	Of course.	1
Seriously, was it that difficult For them to tell each other how they feel?	Yeah.	1
Well, you know what I want? (whispering indistinctly)	But what about your vow of chastity? You said you wanted to wait to have sex.	5
Have you been up long?	Mm, little bit.	1
"livin' on a prayer"? Really? You don't want to rethink that one?	That's a great song.	5
